access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,24 hours daily,,,2024-05-03,,ELEC,Public,204669,,2022-01-12,,,E,,GHMC PARKINGGARAGE9,888-758-4389,2024-05-03T01:31:21Z,GPS,41.441876,-74.366663,Middletown,US,,,NY,707 E Main St,10940,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11996221'], 'posts': ['20751741', '20751751']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204670,,2022-01-12,,,E,,GHMC PARKINGGARAGE8,888-758-4389,2024-05-03T01:31:22Z,GPS,41.441863,-74.366593,Middletown,US,,,NY,707 E Main St,10940,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11996431'], 'posts': ['20752101', '20752111']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204691,,2022-01-12,,,E,,33-10 Queens Blvd,888-356-8911,2024-05-03T03:26:14Z,GPS,40.744363,-73.93112,Queens,US,,,NY,33-10 Queens Blvd,11101,,,,,,,,,,,,['J1772'],,,4.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['7f67d592-be20-4286-b9e9-cc572e750e61'], 'posts': ['40fd21ab-dc1d-45c2-b2e6-6af40443f68d', '59148be3-5026-4a77-b4b4-69623bd362e9', '79432133-afa3-4da7-91ff-c5a7b9ab96d6', '92c4bb76-9644-42a6-894f-f6814c498893']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204706,,2022-01-13,,,E,,PICOTTE PARK PLACE 1,888-758-4389,2024-05-03T01:01:59Z,GPS,42.715828,-73.81499,Colonie,US,,,NY,1 Park Pl,12205,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1975701'], 'posts': ['21535521', '21535531']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204759,,2022-01-14,,,E,,PATRON STATION2,888-758-4389,2024-05-03T01:31:53Z,GPS,40.682659,-73.367178,Lindenhurst,US,,,NY,15 Lee Ave,11757,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12151361'], 'posts': ['21044671', '21044681']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204760,,2022-01-14,,,E,,PATRON STATION1,888-758-4389,2024-05-03T01:31:53Z,GPS,40.682617,-73.36706,Lindenhurst,US,,,NY,15 Lee Ave,11757,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12151391'], 'posts': ['21965381', '21965391']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204774,,2022-01-14,,,E,,HIGHWAY ADP1,888-758-4389,2024-05-03T01:32:45Z,GPS,42.939547,-73.874605,Ballston,US,,,NY,1003 50,12019,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12417121'], 'posts': ['21539851', '21539861']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204775,,2022-01-14,,,E,,HIGHWAY ADP2,888-758-4389,2024-05-03T01:32:45Z,GPS,42.939473,-73.874559,Ballston,US,,,NY,1003 50,12019,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12417131'], 'posts': ['21747651', '21747661']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204918,,2022-01-15,,,E,,INN SQ INN SQ GW 2,888-758-4389,2024-05-03T01:30:10Z,GPS,43.15458,-77.604714,Rochester,US,,,NY,100-140 S Clinton Ave,14604,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11557091'], 'posts': ['19915111', '19915121']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204920,,2022-01-15,,,E,,INN SQ INN SQ GW 4,888-758-4389,2024-05-03T01:30:31Z,GPS,43.155268,-77.605377,Rochester,US,,,NY,100 Clinton Ave S,14604,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11675461'], 'posts': ['20140531', '20140541']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204921,,2022-01-15,,,E,,INN SQ INN SQ GW 1,888-758-4389,2024-05-03T01:30:32Z,GPS,43.155291,-77.605527,Rochester,US,,,NY,86 S Clinton Ave,14604,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11675721'], 'posts': ['20141031', '20141041']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,204929,,2022-01-15,,,E,,INN SQ INN SQ GW 3,888-758-4389,2024-05-03T01:31:50Z,GPS,43.154533,-77.604714,Rochester,US,,,NY,100-140 S Clinton Ave,14604,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12146281'], 'posts': ['21035631', '21035641']}"
public,24 hours daily,,,2024-05-03,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),204930,,2022-01-15,,,T,,RRH STATION 2,888-758-4389,2024-05-03T01:32:05Z,GPS,42.959305,-77.13562,Clifton Springs,US,,,NY,6 Ambulance Dr,14432,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL12250801'], 'posts': ['21233341', '21233351']}"
public,Mon 9:00am - 9:00pm; Tue 9:00am - 9:00pm; Wed 9:00am - 9:00pm; Thu 9:00am - 9:00pm; Fri 9:00am - 5:00pm; Sat 9:00am - 5:00pm; Sun 9:00am - 5:00pm,,,2024-05-03,,ELEC,Public,204967,,2022-01-18,,,E,,BPRT #1 STATION 1,888-758-4389,2024-05-03T01:31:32Z,GPS,40.743437,-73.035711,Blue Point,US,,,NY,186 Middle Rd,11715,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12077321'], 'posts': ['20906551', '20906561']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205124,,2022-01-21,,,E,,OMG EV CHARGER EVCHARGER4,888-758-4389,2024-05-03T01:31:32Z,GPS,42.62613,-74.94508,Cooperstown,US,,,NY,656 Co Hwy 33,13326,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12075451'], 'posts': ['21553681', '21553691']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205255,,2022-01-25,,,E,,MONTY'S EVSE EVSE2,888-758-4389,2024-05-03T01:30:47Z,GPS,44.81967,-73.40078,Ingraham,US,,,NY,555 Lake Shore Rd,12992,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11762131'], 'posts': ['20305311', '20305321']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205256,,2022-01-25,,,E,,MONTY'S EVSE EVSE3,888-758-4389,2024-05-03T01:30:47Z,GPS,44.819614,-73.40118,INGRAHAM,US,,,NY,555 Lake Shore Rd,12992,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11762161'], 'posts': ['20305371', '20305381']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205257,,2022-01-25,,,E,,MONTY'S EVSE EVSE4,888-758-4389,2024-05-03T01:30:47Z,GPS,44.819695,-73.399925,West Chazy,US,,,NY,553 Lake Shore Rd,12992,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11762491'], 'posts': ['20305981', '20305991']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205367,,2022-01-27,,,E,,WATERVLIET MUSEUM 3,888-758-4389,2024-05-03T01:27:04Z,GPS,42.726226,-73.701207,Watervliet,US,,,NY,1501 1st Ave,12189,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9356291'], 'posts': ['16548091', '16548101']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205368,,2022-01-27,,,E,,WATERVLIET MUSEUM 4,888-758-4389,2024-05-03T01:27:04Z,GPS,42.72621,-73.701145,Watervliet,US,,,NY,1501 1st Ave,12189,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9356311'], 'posts': ['16548131', '16548141']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205369,,2022-01-27,,,E,,WATERVLIET MUSEUM 2,888-758-4389,2024-05-03T01:27:04Z,GPS,42.726236,-73.701304,Watervliet,US,,,NY,1501 1st Ave,12189,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9356481'], 'posts': ['16548421', '16548431']}"
public,24 hours daily,,,2024-05-03,2023-11-10,ELEC,TEMPORARILY UNAVAILABLE (Public),205370,,2022-01-27,,,T,,WATERVLIET MUSEUM 1,888-758-4389,2024-05-03T01:27:05Z,GPS,42.726239,-73.701389,Watervliet,US,,,NY,1501 1st Ave,12189,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL9356541'], 'posts': ['16548541', '16548551']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205468,,2022-01-28,,,E,,EVolve NY Niagara Falls,833-632-2778,2024-05-03T02:31:36Z,GPS,43.08827,-78.98118,Niagara Falls,US,,,NY,7200 Niagara Falls Blvd,14304,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['700071'], 'posts': ['700071-01', '700071-02', '700071-03', '700071-04']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205709,,2022-02-02,,,E,,HIGHWAY HIGHWAY ST 3,888-758-4389,2024-05-03T01:33:27Z,GPS,42.95716,-73.85257,Ballston Lake,US,,,NY,59 Outlet Rd,12019,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12442021'], 'posts': ['21746491', '21746501']}"
public,24 hours daily,,A D Debit M V,2023-07-01,,ELEC,Public,205810,LD,2022-02-04,P,False,E,GAS_STATION,Stewart's Shops - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,42.223087,-73.826751,Hudson,US,,,NY,5805   NY-9G,12534,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['18304']}
public,24 hours daily,,,2024-05-03,,ELEC,Public,205822,,2022-02-04,,,E,,Baychester Retail III LLC,866-816-7584,2024-05-03T02:45:56Z,GPS,40.869205,-73.831633,Bronx,US,,,NY,500 Baychester Ave,10475,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['eb95e936-d69a-4921-aeff-664d50c85dcb'], 'posts': ['63517e663ab4be1a00d3a8b0', '6388c84d55bdb62a69dd32bd']}"
public,24 hours daily; members only,CREDIT_CARD_ALWAYS,A D Debit M V,2024-03-14,,ELEC,Public - Credit card at all times,205826,LD,2022-02-04,P,True,E,REC_SPORTS_FACILITY,Northeast Bronx YMCA,347-389-6140,2024-03-14T18:02:10Z,GPS,40.8827858370269,-73.8419855959349,Bronx,US,,,NY,1250 E 229th St,10466,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,$0.46 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,205855,,2022-02-04,,,E,,MB OF BUFFALO EV MERC BUFF 2,888-758-4389,2024-05-03T01:31:51Z,GPS,42.96475,-78.689098,Williamsville,US,,,NY,8185 Main St In front of delivery buidling,14221,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12146851'], 'posts': ['21036731', '21036741']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205858,,2022-02-04,,,E,,LIN-DAN RICK,888-758-4389,2024-05-03T01:32:23Z,GPS,40.736148,-73.980154,New York,US,,,NY,329 E 21st St,10010,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12404771'], 'posts': ['21525791', '21525801']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,205859,,2022-02-04,,,E,,LIN-DAN MORTY,888-758-4389,2024-05-03T01:32:25Z,GPS,40.736161,-73.980267,New York,US,,,NY,329 E 21st St,10010,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12406181'], 'posts': ['21527391', '21527401']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206083,,2022-02-10,,,E,,CDTA MENANDS 1,888-758-4389,2024-05-03T01:26:59Z,GPS,42.70204,-73.715735,Menands,US,,,NY,431 Broadway,12204,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9318581'], 'posts': ['16475861', '16475871']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206084,,2022-02-10,,,E,,CDTA MENANDS 2,888-758-4389,2024-05-03T01:27:09Z,GPS,42.702189,-73.715762,Menands,US,,,NY,431 Broadway,12204,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9416741'], 'posts': ['16665931', '16665941']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206305,,2022-02-12,,,E,,KIA ELMIRA CT-4020-1,888-758-4389,2024-05-03T01:32:01Z,GPS,42.15519,-76.87137,Big Flats,US,,,NY,951 County Rte 64,14903,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12233171'], 'posts': ['21200271', '21200281']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206376,,2022-02-15,,,E,,SUNY ADMIN LOT,888-758-4389,2024-05-03T01:33:33Z,GPS,42.893032,-75.639661,Morrisville,US,,,NY,8 Chenango Street (PO Box 901),13408,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12447771'], 'posts': ['21576041', '21576051']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206377,,2022-02-15,,,E,,SUNY ACET,888-758-4389,2024-05-03T01:33:34Z,GPS,42.890934,-75.641322,Morrisville,US,,,NY,59 Madison Road (PO Box 901),13408,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12447921'], 'posts': ['21576221', '21576231']}"
private,24 hours daily,,,2024-04-14,,ELEC,Private,206827,LD,2022-01-04,P,,E,OFFICE_BLDG,Verizon - Bohemia,,2024-04-14T22:11:34Z,200-9,40.777166,-73.086779,Bohemia,US,,,NY,255 Knickerbocker Dr,11716,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,206835,,2022-02-22,,,E,,MPGARDENS STATION 1,888-758-4389,2024-05-03T01:27:09Z,GPS,40.705143,-73.546936,East Meadow,US,,,NY,36 Newbridge Rd,11554,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9416601'], 'posts': ['16665651', '16665661']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206836,,2022-02-22,,,E,,TH 001,888-758-4389,2024-05-03T01:28:05Z,GPS,41.976902,-74.002655,Lake Katrine,US,,,NY,1 Town Hall Rd,12449,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9854701'], 'posts': ['17512741', '17512751']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206887,,2022-02-23,,,E,,MONTY'S EVSE EVSE1,888-758-4389,2024-05-03T01:30:48Z,GPS,44.820103,-73.40034,West Chazy,US,,,NY,562 Lake Shore Rd,12992,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11762671'], 'posts': ['20306301', '20306311']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206908,,2022-02-23,,,E,,BORO PARK BORO CHARGE 1,888-758-4389,2024-05-03T01:34:26Z,GPS,40.638583,-73.998687,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12486951'], 'posts': ['21621131', '21621141']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206911,,2022-02-23,,,E,,BORO PARK BORO CHARGE 4,888-758-4389,2024-05-03T01:34:26Z,GPS,40.638561,-73.998686,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487061'], 'posts': ['21621281', '21621291']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206912,,2022-02-23,,,E,,BORO PARK BORO CHARGE 5,888-758-4389,2024-05-03T01:34:26Z,GPS,40.63855,-73.998668,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487071'], 'posts': ['21621301', '21621311']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206913,,2022-02-23,,,E,,BORO PARK BORO CHARGE 10,888-758-4389,2024-05-03T01:34:26Z,GPS,40.638531,-73.99858,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487081'], 'posts': ['21621321', '21621331']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206914,,2022-02-23,,,E,,BORO PARK BORO CHARGE 9,888-758-4389,2024-05-03T01:34:26Z,GPS,40.638557,-73.998678,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487091'], 'posts': ['21621341', '21621351']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206915,,2022-02-23,,,E,,BORO PARK BORO CHARGE 8,888-758-4389,2024-05-03T01:34:26Z,GPS,40.638536,-73.99864,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487121'], 'posts': ['21621401', '21621411']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206916,,2022-02-23,,,E,,BORO PARK BORO CHARGE 6,888-758-4389,2024-05-03T01:34:27Z,GPS,40.638581,-73.998691,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487141'], 'posts': ['22098531', '22098541']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206917,,2022-02-23,,,E,,BORO PARK BORO CHARGE 3,888-758-4389,2024-05-03T01:34:27Z,GPS,40.63851,-73.998605,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487151'], 'posts': ['21621461', '21621471']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,206918,,2022-02-23,,,E,,BORO PARK BORO CHARGE 2,888-758-4389,2024-05-03T01:34:27Z,GPS,40.638594,-73.998676,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12487161'], 'posts': ['21621481', '21621491']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207128,,2022-02-25,,,E,,MATTHEW IMPORT STATION 1,888-758-4389,2024-05-03T01:34:37Z,GPS,42.101716,-76.004193,Vestal,US,,,NY,3013 Vestal Rd,13850,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12499271'], 'posts': ['21635031']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207358,,2022-03-01,,,E,,TYLER TECH STATION1,888-758-4389,2024-05-03T01:33:08Z,GPS,42.756115,-73.822907,Latham,US,,,NY,11 Cornell Rd,12110,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12433531'], 'posts': ['21559211', '21559221']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207591,,2022-03-04,,,E,,TOWN OF FISHKIL STATION 1,888-758-4389,2024-05-03T01:31:36Z,GPS,41.526429,-73.922451,Fishkill,US,,,NY,807 NY-52,12524,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12082401'], 'posts': ['20915381', '20915391']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207592,,2022-03-04,,,E,,CMH STATION 2,888-758-4389,2024-05-03T01:32:25Z,GPS,42.246461,-73.778774,Hudson,US,,,NY,67 Prospect Ave,12534,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12406071'], 'posts': ['21985921', '21985931']}"
public,24 hours daily,,,2024-05-03,2023-04-08,ELEC,TEMPORARILY UNAVAILABLE (Public),207629,,2022-03-04,,,T,,LIA HONDA ALBAN OUTSIDE STATION,888-758-4389,2024-05-03T01:35:07Z,GPS,42.69726,-73.812805,Albany,US,,,NY,1258 Central Ave,12205,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL12543091'], 'posts': ['21706161', '21706171']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207729,,2022-03-08,,,E,,1 WATERLINE STATION#8,888-758-4389,2024-05-03T01:32:02Z,GPS,40.772871,-73.992514,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234411'], 'posts': ['21202431', '21202441']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207730,,2022-03-08,,,E,,1 WATERLINE STATION#3,888-758-4389,2024-05-03T01:32:02Z,GPS,40.773005,-73.992868,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234471'], 'posts': ['21202541', '21202551']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207731,,2022-03-08,,,E,,1 WATERLINE STATION#2,888-758-4389,2024-05-03T01:32:02Z,GPS,40.772952,-73.992622,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234521'], 'posts': ['21202641', '21202651']}"
